Year Month,Postal Code,Customer Class,Total Gallons
201410,78741,Irrigation - City of Austin,804200
201208,78712,Irrigation - Large Volume,33316100
201603,78746,Irrigation - City of Austin,37000
201306,78731,Austin Water Utility,0
201404,78746,City of Austin,918000
201411,78737,Wholesale,519500
201704,78751,Irrigation - City of Austin,3100
201611,78741,Irrigation - Commercial,6045400
201307,78703,Irrigation - City of Austin,231200
201411,78652,Commercial,2315000
201706,78727,Irrigation - City of Austin,1600
201306,78739,Wholesale,14712400
201702,78756,Irrigation - City of Austin,0
201507,78712,Irrigation - Large Volume,21481000
201503,78735,Large Volume,23878000
201512,78704,Irrigation - Commercial,3148700
201606,78749,Irrigation - City of Austin,8600
201507,78724,Austin Water Utility,574000
201208,78741,City of Austin,3829200
201701,78728,Irrigation - Commercial,89500
201606,78751,Irrigation - City of Austin,7000
201509,78754,Irrigation - City of Austin,40600
201303,78748,Wholesale,698500
201408,78759,Irrigation - City of Austin,2600
201708,78722,Irrigation - City of Austin,158500
201702,78741,Irrigation - City of Austin,706000
201407,78754,Austin Water Utility,24300
201605,78756,Irrigation - City of Austin,0
201702,78726,Irrigation - Commercial,1255300
201609,78725,Wholesale,1395600
201508,78746,Irrigation - City of Austin,93000
201312,78701,City of Austin,4309600
201502,78725,City of Austin,317700
201610,78729,City of Austin,9000
201202,78748,Wholesale,487000
201206,78719,Irrigation - Commercial,796600
201305,78724,Austin Water Utility,0
201611,78721,Irrigation - City of Austin,12900
201603,78681,Irrigation - Commercial,440900
201303,78756,Irrigation - City of Austin,0
201412,78754,City of Austin,373100
201306,78758,Irrigation - City of Austin,5189300
201612,78617,City of Austin,217000
201611,78728,Irrigation - Commercial,3991500
201407,78746,Irrigation - Commercial,4343700
201602,78735,Austin Water Utility,0
201609,78746,Commercial,15700100
201512,78724,City of Austin,6303900
201204,78660,Wholesale,25008000
201506,78723,Austin Water Utility,46800
201505,78719,Irrigation - City of Austin,800
201208,78726,Commercial,9701000
201201,78753,Irrigation - City of Austin,366900
201404,78660,Wholesale,19838900
201407,78751,City of Austin,3284700
201407,78726,Austin Water Utility,0
201311,78726,City of Austin,9000
201207,78756,Austin Water Utility,13200
201311,78613,Commercial,3229900
201402,78722,Irrigation - Commercial,137900
201701,78750,Irrigation - City of Austin,0
201202,78719,Irrigation - City of Austin,161300
201405,78725,Large Volume,31209000
201504,78719,City of Austin,4032100
201407,78747,Austin Water Utility,0
201507,78653,Wholesale,0
201202,78749,Irrigation - City of Austin,27400
201708,78751,City of Austin,25800
201407,78617,Austin Water Utility,107600
201201,78617,Austin Water Utility,438700
201607,78704,Irrigation - City of Austin,559600
201401,78717,City of Austin,7600
201508,78729,Wholesale,46485600
201202,78617,City of Austin,3046600
201401,78744,Austin Water Utility,707000
201703,78726,City of Austin,11000
201305,78751,City of Austin,43100
201609,78701,Austin Water Utility,220000
201411,78756,Irrigation - City of Austin,0
201509,78726,Commercial,8205000
201605,78724,Irrigation - Commercial,2499000
201310,78742,Irrigation - Commercial,76500
201505,78742,Austin Water Utility,0
201702,78735,Large Volume,17743000
201205,78722,Irrigation - City of Austin,539900
201412,78748,Wholesale,466300
201706,78681,Commercial,652700
201704,78754,Irrigation - City of Austin,27800
201405,78721,Irrigation - Commercial,261700
201505,78739,Irrigation - City of Austin,100
201602,78617,Austin Water Utility,48200
201511,78754,City of Austin,289300
201310,78727,City of Austin,29600
201411,78727,Irrigation - City of Austin,9400
201611,78704,Irrigation - Commercial,4476200
201508,78754,City of Austin,528900
201509,78704,Irrigation - City of Austin,1146900
201206,78704,Commercial,40323600
201611,78735,City of Austin,154000
201211,78742,Irrigation - Commercial,121500
201602,78724,Austin Water Utility,1020900
201210,78754,Austin Water Utility,388400
201611,78735,Wholesale,477700
201602,78717,City of Austin,86800
201306,78704,Irrigation - Commercial,5571800
201504,78729,Irrigation - Commercial,1947500
201707,78742,Irrigation - Commercial,159100
201204,78717,Commercial,5384600
201701,78721,Irrigation - City of Austin,51600
201410,78725,City of Austin,300400
201207,78729,City of Austin,14900
201309,78725,Large Volume,36287000
201707,78719,City of Austin,3982500
201707,78613,Austin Water Utility,26300
201407,78756,Austin Water Utility,46000
201612,78705,City of Austin,91200
201409,78729,Irrigation - City of Austin,0
201402,78728,Wholesale,29765300
201309,78724,Austin Water Utility,0
201512,78701,Irrigation - City of Austin,834100
201503,78725,Large Volume,37073000
201407,78724,Irrigation - Commercial,7089600
201309,78739,Wholesale,27620100
201302,78744,City of Austin,514000
201503,78728,Wholesale,27894300
201509,78735,City of Austin,262400
201503,78748,Wholesale,449200
201402,78727,City of Austin,31600
201206,78726,Commercial,8310700
201402,78617,Irrigation - Commercial,967200
201409,78723,Irrigation - City of Austin,872700
201312,78705,City of Austin,62200
201612,78752,Irrigation - City of Austin,0
201705,78753,Irrigation - City of Austin,85700
201708,78735,Large Volume,23962000
201206,78729,Wholesale,47420900
201311,78728,Irrigation - Commercial,1901600
201411,78741,Austin Water Utility,100
201506,78613,Irrigation - Commercial,1218800
201309,78746,City of Austin,2272900
201211,78727,Irrigation - City of Austin,2100
201504,78729,Irrigation - City of Austin,0
201703,78725,City of Austin,388200
201312,78702,Austin Water Utility,41000
201604,78719,Irrigation - Commercial,930700
201611,78751,Irrigation - City of Austin,7500
201412,78728,Irrigation - Commercial,1790900
201602,78741,Large Volume,26001000
201708,78742,Irrigation - Commercial,341700
201608,78741,Irrigation - Commercial,7144600
201706,78741,Irrigation - City of Austin,1756800
201704,78702,Irrigation - Commercial,1422600
201509,78712,Irrigation - Large Volume,20550000
201412,78726,Austin Water Utility,0
201204,78729,Irrigation - City of Austin,0
201510,78744,Austin Water Utility,595700
201605,78725,Irrigation - Commercial,139400
201208,78705,City of Austin,283600
201504,78752,Irrigation - City of Austin,0
201606,78681,Irrigation - Commercial,0
201604,78753,Irrigation - City of Austin,221800
201211,78747,Austin Water Utility,1064400
201408,78652,Commercial,798300
201607,78617,Austin Water Utility,308400
201702,78735,Wholesale,258800
201511,78754,Irrigation - City of Austin,87300
201709,78702,Austin Water Utility,41000
201606,78750,Irrigation - City of Austin,0
201703,78744,Irrigation - City of Austin,645800
201605,78617,Irrigation - Commercial,377800
201706,78704,Irrigation - City of Austin,217500
201506,78728,Wholesale,32614800
201202,78759,Irrigation - City of Austin,0
201208,78746,Commercial,15316400
201212,78728,Wholesale,42261300
201702,78741,Large Volume,22045800
201302,78717,Commercial,6077100
201608,78751,Irrigation - City of Austin,17800
201506,78739,Irrigation - City of Austin,200
201602,78704,Commercial,30136500
201308,78613,Commercial,4089200
201302,78701,Austin Water Utility,131000
201607,78728,Commercial,11513100
201506,78652,Commercial,891200
201609,78660,Wholesale,27504700
201407,78735,City of Austin,270000
201407,78746,Irrigation - City of Austin,53000
201309,78741,City of Austin,3729300
201207,78739,Wholesale,27353200
201210,78705,City of Austin,227400
201603,78725,Irrigation - Commercial,185500
201608,78754,Large Volume,163528500
201206,78719,City of Austin,3614700
201404,78739,Irrigation - City of Austin,200
201608,78703,Austin Water Utility,11100
201309,78751,City of Austin,1541900
201303,78735,Large Volume,19679000
201405,78756,Austin Water Utility,11700
201212,78746,Irrigation - City of Austin,800400
201311,78705,City of Austin,758800
201312,78701,Austin Water Utility,94000
201204,78741,Large Volume,35329000
201211,78735,Austin Water Utility,0
201205,78746,Commercial,12963000
201310,78702,Austin Water Utility,104000
201603,78739,Irrigation - City of Austin,400
201512,78617,Irrigation - Commercial,1466100
201601,78723,Irrigation - City of Austin,10400
201702,78617,City of Austin,27200
201408,78725,Wholesale,1188600
201701,78704,Irrigation - Commercial,2467600
201209,78701,Irrigation - Commercial,6148400
201208,78717,Irrigation - Commercial,13384200
201506,78754,City of Austin,476600
201603,78741,Austin Water Utility,0
201502,78702,Irrigation - City of Austin,543200
201707,78747,Austin Water Utility,0
201407,78744,Austin Water Utility,325300
201707,78739,Wholesale,27909000
201205,78741,City of Austin,269700
201502,78717,Irrigation - Commercial,1212300
201706,78754,Large Volume,206342200
201205,78735,Wholesale,363600
201203,78756,Irrigation - City of Austin,0
201703,78752,Austin Water Utility,100
201403,78702,Irrigation - City of Austin,333900
201509,78756,Austin Water Utility,47700
201704,78723,Austin Water Utility,34900
201411,78719,Irrigation - City of Austin,34400
201301,78728,Irrigation - Commercial,942500
201205,78735,Austin Water Utility,4000
201208,78660,Wholesale,30430400
201205,78749,Irrigation - City of Austin,23400
201602,78746,Wholesale,51824300
201410,78617,Austin Water Utility,186300
201401,78724,Irrigation - City of Austin,0
201606,78712,Irrigation - Large Volume,17958000
201604,78749,Irrigation - City of Austin,1200
201401,78735,City of Austin,306000
201503,78724,Austin Water Utility,100
201202,78759,Austin Water Utility,0
201708,78724,Austin Water Utility,2039100
201602,78702,Austin Water Utility,94000
201208,78735,Large Volume,21799000
201503,78732,Austin Water Utility,0
201502,78725,Irrigation - Commercial,56100
201210,78735,City of Austin,238000
201703,78681,Irrigation - Commercial,73300
201401,78724,City of Austin,3072700
201307,78701,Irrigation - City of Austin,1218500
201611,78726,Commercial,6636400
201408,78756,Irrigation - City of Austin,0
201205,78701,Irrigation - City of Austin,538200
201201,78746,Irrigation - City of Austin,395800
201311,78660,Irrigation - Commercial,2518800
201506,78701,Irrigation - City of Austin,372200
201311,78731,Austin Water Utility,0
201609,78750,Irrigation - City of Austin,10400
201707,78722,Irrigation - City of Austin,267900
201409,78732,City of Austin,0
201201,78754,Large Volume,121229000
201602,78721,Irrigation - City of Austin,30700
201512,78758,Irrigation - City of Austin,1058600
201403,78719,City of Austin,2588600
201612,78741,City of Austin,361600
201203,78724,Irrigation - Commercial,2323900
201210,78617,City of Austin,8732300
201609,78732,Austin Water Utility,0
201505,78712,Irrigation - Large Volume,14695000
201406,78746,Wholesale,110252200
201305,78653,Wholesale,0
201210,78652,Commercial,239200
201702,78727,City of Austin,22500
201504,78739,Irrigation - City of Austin,200
201504,78717,Irrigation - Commercial,2171200
201409,78735,Austin Water Utility,0
201405,78719,Austin Water Utility,609100
201512,78746,Irrigation - City of Austin,1138500
201207,78737,Wholesale,601500
201502,78749,Irrigation - City of Austin,7700
201609,78748,Wholesale,531100
201302,78701,Irrigation - Commercial,1323900
201601,78681,Irrigation - Commercial,296900
201706,78728,Wholesale,41068000
201309,78719,Irrigation - City of Austin,262600
201709,78750,Irrigation - City of Austin,64400
201403,78722,Irrigation - Commercial,272700
201511,78735,Austin Water Utility,0
201602,78725,Large Volume,35444400
201304,78746,Irrigation - Commercial,2573600
201511,78757,Irrigation - City of Austin,49500
201403,78725,Irrigation - Commercial,64100
201507,78701,City of Austin,14984600
201606,78704,Irrigation - Commercial,3287100
201501,78742,Irrigation - Commercial,54400
201408,78729,Irrigation - City of Austin,0
201606,78725,Irrigation - Commercial,92300
201604,78724,Irrigation - City of Austin,0
201709,78744,City of Austin,451700
201202,78722,Irrigation - City of Austin,910400
201302,78702,Irrigation - Commercial,1517200
201611,78724,City of Austin,7157000
201411,78731,Irrigation - City of Austin,14100
201402,78703,Irrigation - City of Austin,20000
201309,78660,Wholesale,24812300
201507,78724,Irrigation - City of Austin,0
201707,78729,Commercial,12537000
201705,78727,Irrigation - City of Austin,100
201707,78731,Austin Water Utility,0
201407,78728,Wholesale,35590800
201308,78727,Irrigation - City of Austin,16100
201209,78752,Irrigation - City of Austin,0
201410,78726,Austin Water Utility,0
201303,78728,Wholesale,32788900
201212,78746,Commercial,11664600
201704,78617,Irrigation - Commercial,853900
201404,78729,City of Austin,11200
201604,78751,Irrigation - City of Austin,2100
201412,78701,Austin Water Utility,98000
201701,78717,Austin Water Utility,100
201205,78717,Irrigation - City of Austin,5700
201709,78759,Irrigation - City of Austin,1100
201603,78717,Irrigation - City of Austin,0
201602,78741,Austin Water Utility,43700
201410,78652,Commercial,789100
201302,78741,Irrigation - City of Austin,2331600
201705,78704,Irrigation - City of Austin,246900
201506,78719,Irrigation - City of Austin,64700
201211,78717,Irrigation - City of Austin,21400
201705,78748,Wholesale,454000
201512,78749,Irrigation - City of Austin,96600
201611,78617,Irrigation - City of Austin,0
201411,78719,Wholesale,1825800
201203,78726,Irrigation - Commercial,1518600
201605,78719,City of Austin,3663800
201408,78741,Austin Water Utility,0
201502,78701,Irrigation - City of Austin,225200
201506,78741,Irrigation - City of Austin,521800
201604,78705,Irrigation - City of Austin,5300
201409,78726,City of Austin,11000
201210,78727,City of Austin,28800
201505,78681,Irrigation - Commercial,705800
201301,78754,City of Austin,274000
201708,78702,Irrigation - City of Austin,1109800
201605,78717,Commercial,8140900
201608,78756,Irrigation - City of Austin,0
201706,78717,Commercial,8673200
201611,78727,City of Austin,26400
201703,78719,Wholesale,1432300
201512,78739,Irrigation - City of Austin,900
201302,78735,City of Austin,271000
201511,78735,City of Austin,237000
201410,78701,Austin Water Utility,240000
201601,78752,Austin Water Utility,0
201211,78712,Irrigation - Large Volume,15346800
201407,78725,City of Austin,312900
201408,78739,Irrigation - City of Austin,34500
201405,78723,Irrigation - City of Austin,102000
201704,78725,Irrigation - Commercial,138800
201201,78660,Wholesale,26510300
201703,78749,Irrigation - City of Austin,3900
201606,78737,Wholesale,487200
201208,78722,Irrigation - City of Austin,2011400
201304,78746,Commercial,10988100
201211,78726,City of Austin,228000
201703,78742,Irrigation - Commercial,63600
